# 국립국어원의 외래어 표기법의 용례
# http://www.korean.go.kr/front/foreignSpell/foreignSpellList.do?mn_id=96
# https://www.data.go.kr/subMain.jsp?param=REFUQUAxNTAwMzkxMg==#/L2NvbW0vY29tbW9uU2VhcmNoL29yZ2luRGF0YVNldCRAXjAxMm0xJEBecHVibGljRGF0YVBrPTE1MDAzOTEyJEBeYnJtQ2Q9T0MwMDA4JEBeZXhjZWxDb3VudD0wJEBeZG93bmxvYWRDb3VudD05MyRAXm9yZ0luZGV4PURBVEEkQF5za2lwUm93cz0wJEBebWF4Um93cz0xMA==
gahnite	가나이트
Buford	뷰퍼드
Sugar Hill	슈거힐
Snellville	스넬빌
Gibson	깁슨
Mitchell	미첼
Edge Hill	에지힐
Dock Junction	독정크션
Country Club Estates	컨트리클럽이스테이츠
Ellijay	엘리제이
East Ellijay	이스트엘리제이
Cherry Log	체리로그
Whitestone	화이트스톤
Social Circle	소셜서클
Oxford	옥스퍼드
Porterdale	포터데일
Douglasville	더글러스빌
New England	뉴잉글랜드
Rising Fawn	라이징폰
Wildwood	와일드우드
Dawsonville	도슨빌
Juno	주노
Rhine	라인
Eastman	이스트먼
Chauncey	촌시
Dooling	둘링
Lilly	릴리
Byromville	바이럼빌
Unadilla	어나딜라
Pinehurst	파인허스트
Dunwoody	던우디
Doraville	도러빌
Lake Claire	레이크클레어
Lithonia	리소니아
Morningside-Lenox Park	모닝사이드레녹스파크
Virginia Highland	버지니아하일랜드
Chamblee	섐블리
Stone Mountain	스톤마운틴
Avondale Estates	애번데일이스테이츠
Atkins Park	앳킨스파크
Edgewood	에지우드
East Lake	이스트레이크
East Atlanta	이스트애틀랜타
Candler Park	캔들러파크
Clarkston	클라크스턴
Pine Lake	파인레이크
Bainbridge	베인브리지
Brinson	브린슨
Attapulgus	애터펄거스
Climax	클라이맥스
Shellman	셸먼
Cuthbert	커스버트
Coleman	콜먼
Milner	밀너
Barnesville	반즈빌
Aldora	앨도라
Dahlonega	덜라너가
Auraria	오래리아
Dillard	딜러드
Mountain City	마운틴시티
Sky Valley	스카이밸리
Clayton	클레이턴
Tiger	타이거
Dublin	더블린
Dexter	덱스터
Rentz	렌츠
East Dublin	이스트더블린
Cadwell	캐드웰
Conyers	코니어스
Donald	도널드
Ludowici	루더위시
Leesburg	리즈버그
Smithville	스미스빌
Gumbranch	검브랜치
Riceboro	라이스버러
Midway	미드웨이
Sunbury	선버리
Allenhurst	앨런허스트
Walthourville	월소빌
Fort Stewart	포트스튜어트
Flemington	플레밍턴
Hinesville	하인즈빌
Fort Gordon	포트고든
Hephzibah	헤프시바
Lincolnton	링컨턴
Chennault	셔놀트
Tazwell	태즈웰
Darien	대리엔
Dearing	디어링
Thomson	톰슨
Bibb City	비브시티
Upatoi	유파토이
Custer Terrace	커스터테라스
Columbus City	콜럼버스시티
Fort Benning	포트베닝
Fortson	포트슨
Bolingbroke	볼링브로크
Smarr	스마
Juliette	줄리엣
Culloden	컬로든
Lone Oak	론오크
Luthersville	루서즈빌
Woodbury	우드버리
Marshallville	마셜빌
Ideal	아이디얼
Oglethorpe	오글소프
Rutledge	러틀리지
Buckhead	벅헤드
Bostwick	보스트윅
Vidalia	비데일리아
Ailey	에일리
Alston	올스턴
Higgston	히그즈턴
Baconton	베이컨턴
Sale City	세일시티
Camilla	커밀라
Pelham	펠럼
Boykin	보이킨
Colquitt	콜큇
Midville	미드빌
Blythe	블라이드
Vidette	비뎃
Sardis	사디스
Waynesboro	웨인즈버러
Keysville	키즈빌
Jackson	잭슨
Jenkinsburg	젱킨즈버그
Flovilla	플로빌라
Register	레지스터
Brooklet	브루클릿
Portal	포털
Leslie	레슬리
Andersonville	앤더슨빌
Americus	어메리커스
Cobb	코브
Plains	플레인스
Donalsonville	도널슨빌
Iron City	아이언시티
Newington	뉴잉턴
Rocky Ford	로키포드
Sylvania	실베이니아
Hiltonia	힐토니아
Lumpkin	럼프킨
Richland	리칠랜드
Avalon	애벌론
Sunny Side	서니사이드
Orchard Hill	오처드힐
East Griffin	이스트그리핀
Experiment	익스페리먼트
Irwinville	어윈빌
Ocilla	오실라
Damascus	더매스커스
Blakely	블레이클리
Jakin	제이킨
Lincoln Park	링컨파크
Sunset Village	선셋빌리지
Yatesville	예이츠빌
Thomaston	토머스턴
Hannahs Mill	해너스밀
Garfield	가필드
Nunez	누네즈
Summertown	서머타운
Swainsboro	스웨인즈버러
Stillmore	스틸모어
Adrian	에이드리언
Twin City	트윈시티
Daisy	데이지
Bellville	벨빌
Claxton	클랙스턴
Hagan	헤이건
Guyton	가이턴
Meldrim	멜드림
Clyo	클리오
Bowman	보먼
Elberton	엘버턴
Maxeys	맥시스
Arnoldsville	아널즈빌
Watkinsville	왓킨즈빌
Barnett	바넷
Jewell	주얼
Camak	캐맥
Sylvester	실베스터
Oakfield	오크필드
Warwick	워릭
Davisboro	데이비스버러
Deepstep	딥스텝
Riddleville	리들빌
Sandersville	샌더즈빌
Warthen	워던
Tennille	테닐
Rossville	로스빌
Lookout Mountain	룩아웃마운틴
Chickamauga	치커모가
Monroe	먼로
Walnut Grove	월넛그로브
Jersey	저지
Dixie Union	딕시유니언
Deenwood	딘우드
Ruskin	러스킨
Manor	매너
Millwood	밀우드
Sunnyside	서니사이드
Waresboro	웨어즈버러
Gardi	가디
Mt. Pleasant	마운트플레전트
Screven	스크리븐
Odum	오덤
Jesup	제섭
Rochelle	로셸
Abbeville	애비빌
Pineview	파인뷰
Pitts	피츠
Rayle	레일
Gordon	고든
McIntyre	매킨타이어
Ivey	아이비
Irwinton	어윈턴
Toomsboro	툼즈버러
Blairsville	블레어즈빌
Suches	서치스
Newborn	뉴본
Mansfield	맨스필드
Shady Dale	셰이디데일
Nicholson	니컬슨
Arcade	아케이드
Jefferson	제퍼슨
Commerce	커머스
Talmo	탤모
Pendergrass	펜더그래스
Hoschton	호슈턴
Wrens	렌스
Bartow	바토
Stapleton	스테이플턴
Avera	애버라
Wadley	워들리
Denton	덴턴
Hazlehurst	헤이즐허스트
Millen	밀런
Gray	그레이
Haddock	해덕
Wrightsville	라이츠빌
Kite	카이트
Newell	뉴얼
Racepond	레이스폰드
McLeods Mill	매클라우즈밀
Mattox	매톡스
Cypress Siding	사이프러스사이딩
Saint George	세인트조지
Stanley Landing	스탠리랜딩
Stokesville	스토크스빌
Silver Hill	실버힐
Uptonville	업턴빌
Winokur	위너커
Clarking	클라킹
Toledo	털리도
Traders Hill	트레이더스힐
Ferry Landing	페리랜딩
Folkston	포크스턴
Homeland	홈랜드
Cusseta	커시타
Fort Benning South	포트베닝사우스
Garden City	가든시티
Vernonburg	버넌버그
Bloomingdale	블루밍데일
Thunderbolt	선더볼트
Tybee Island	타이비아일랜드
Port Wentworth	포트웬트워스
Pooler	풀러
Lyerly	라이얼리
Menlo	멘로
Summerville	서머빌
Cloudland	클라우들랜드
Trion	트라이언
Pennville	펜빌
Mountain Park	마운틴파크
Ball Ground	볼그라운드
Waleska	웨일스카
Ringgold	링골드
Indian Springs	인디언스프링스
Fort Oglethorpe	포트오글소프
Leary	리리
Morgan	모건
Edison	에디슨
Roopville	루프빌
Bowdon	보던
Bremen	브레멘
Villa Rica	빌라리카
Whitesburg	화이츠버그
Metter	메터
Grantville	그랜트빌
Newnan	뉴넌
Moreland	모얼랜드
Sargent	사전트
Sharpsburg	샤프스버그
Turin	투린
Palmetto	팰머토
Haralson	해럴슨
Nicholls	니컬스
Lax	랙스
Mora	모라
Broxton	브록스턴
Ambrose	앰브로즈
Upton	업턴
West Green	웨스트그린
Pridgen	프리전
Grovetown	그로브타운
Smyrna	스머나
Acworth	액워스
Austell	오스텔
Kennesaw	케너소
Powder Springs	파우더스프링스
Norman Park	노먼파크
Doerun	도런
Riverside	리버사이드
Moultrie	몰트리
Ellenton	엘런턴
Funston	펀스턴
Lenox	레녹스
Cecil	세실
Adel	에이델
Roberta	로버타
Arabi	애러비
Cordele	코딜
Bogart	보가트
Winterville	윈터빌
Bluffton	블러프턴
Fort Gaines	포트게인스
Lovejoy	러브조이
Lake City	레이크시티
Riverdale	리버데일
Morrow	모로
Forest Park	포리스트파크
Fargo	파고
Homerville	호머빌
Young Harris	영해리스
Glennville	글렌빌
Cobbtown	코브타운
Collins	콜린스
Talbotton	탤버턴
Rebecca	리베카
Ashburn	애슈번
Bronwood	브론우드
Sasser	새서
Parrott	패럿
Lumber City	럼버시티
McRae	맥레이
Scotland	스코틀랜드
Meigs	메그스
Boston	보스턴
Coolidge	쿨리지
Lyons	라이언스
Soperton	소퍼턴
La Grange	라그레인지
Hogansville	호건즈빌
Dry Branch	드라이브랜치
Omega	오메가
Chula	출라
Ty Ty	티티
Tifton	티프턴
Brooks	브룩스
Woolsey	울지
Tyrone	타이론
Peachtree City	피치트리시티
Meansville	민즈빌
Williamson	윌리엄슨
Hilltop	힐톱
Morganton	모건턴
Blue Ridge	블루리지
McCaysville	매케이즈빌
Eatonton	이턴턴
Sawnee	소니
Johns Creek	존스크리크
Cumming	커밍
Aragon	애러건
New Hope	뉴호프
Dallas	댈러스
Braswell	브래스웰
Hiram	하이럼
Goose Neck	구스넥
Finleyson	핀리슨
Hartford	하트퍼드
Hawkinsville	호킨즈빌
Roswell	로즈웰
Sandy Springs	샌디스프링스
Alpharetta	앨퍼레타
Union City	유니언시티
East Point	이스트포인트
Chattahoochee Hills	채터후치힐스
Fairburn	페어번
Hapeville	헤이프빌
Gumlog	검로그
Lavonia	러보니아
Royston	로이스턴
Martin	마틴
Carnesville	칸즈빌
Canon	캐넌
Franklin Springs	프랭클린스프링스
Livingston	리빙스턴
Lindale	린데일
Mount Berry	마운트베리
Shannon	섀넌
Silver Creek	실버크리크
Armuchee	아머치
Cave Spring	케이브스프링
Blackshear	블랙시어
Offerman	오퍼먼
Patterson	패터슨
Byron	바이런
Fort Valley	포트밸리
Marble Hill	마블힐
Jasper	재스퍼
Tate	테이트
Talking Rock	토킹록
Reed Creek	리드크리크
Bowersville	바워즈빌
Hartwell	하트웰
Rockmart	록마트
Buchanan	뷰캐넌
Cedartown	시더타운
Waco	웨이코
Tallapoosa	탤러푸사
Felton	펠턴
Waverly Hall	웨이벌리홀
Demorest	데머레스트
Raoul	라울
Mount Airy	마운트에어리
Batesville	베이츠빌
Cornelia	코닐리아
Clarkesville	클라크스빌
Tallulah Falls	털룰라폴스
Culverton	컬버턴
Glenn	글렌
Centralhatchee	센트럴해치
Ephesus	에퍼서스
Corinth	코린스
Texas	텍사스
Locust Grove	로커스트그로브
McDonough	맥도너
Stockbridge	스톡브리지
Ellenwood	엘런우드
Hampton	햄프턴
Gainesville	게인즈빌
Oakwood	오크우드
Clermont	클러몬트
Flowery Branch	플라워리브랜치
Glenwood	글렌우드
Alamo	앨러모
Dalton	돌턴
Rocky Face	로키페이스
Varnell	바넬
Cohutta	코허타
Tunnel Hill	터널힐
Robins	로빈스
Centerville	센터빌
Warner Robins	워너로빈스
Grady	그레이디
Dougherty	도허티
Rabun	레이번
Coweta	커위타
Colquitt	콜큇
Glascock	글래스콕
Decatur	디케이터
Richmond	리치먼드
Lincoln	링컨
Sumter	섬터
Screven	스크리븐
Cherokee	체로키
Pickens	피컨스
Gordon	고든
Gwinnett	그위넷
Glynn	글린
Gilmer	길머
Newton	뉴턴
Dade	데이드
Dawson	도슨
Dodge	도지
Dooly	둘리
Lanier	러니어
Lamar	러마
Lumpkin	럼프킨
Laurens	로런스
Rockdale	록데일
Long	롱
Liberty	리버티
McIntosh	매킨토시
McDuffie	맥더피
Murray	머리
Muscogee	머스코지
Meriwether	메리웨더
Miller	밀러
Butts	버츠
Burke	버크
Seminole	세미놀
Schley	슐리
Stewart	스튜어트
Stephens	스티븐스
Spalding	스폴딩
Irwin	어윈
Early	얼리
Upson	업슨
Evans	에번스
Echols	에컬스
Elbert	엘버트
Oglethorpe	오글소프
Oconee	오코니
Worth	워스
Walker	워커
Walton	월턴
Ware	웨어
Webster	웹스터
Wilcox	윌콕스
Wilkes	윌크스
Wilkinson	윌킨슨
Emanuel	이매뉴얼
Jeff Davis	제프데이비스
Jenkins	젱킨스
Jones	존스
Charlton	찰턴
Chattahoochee	채터후치
Chatham	채텀
Chattooga	처투가
Candler	캔들러
Catoosa	커투사
Coffee	커피
Cobb	코브
Quitman	퀴트먼
Crisp	크리스프
Clarke	클라크
Clayton	클레이턴
Clinch	클린치
Towns	타운스
Tattnall	태트널
Talbot	탤벗
Turner	터너
Terrell	테럴
Taylor	테일러
Telfair	텔페어
Thomas	토머스
Toombs	툼스
Treutlen	트루틀런
Troup	트루프
Twiggs	트위그스
Tift	티프트
Fannin	패닌
Forsyth	포사이스
Polk	포크
Paulding	폴딩
Floyd	플로이드
Pierce	피어스
Peach	피치
Hart	하트
Haralson	해럴슨
Harris	해리스
Habersham	해버샴
Heard	허드
Hall	홀
Wheeler	휠러
Whitfield	휫필드
Houston	휴스턴
Gretna	그레트나
Chattahoochee	채터후치
Dalkeith	댈키스
Overstreet	오버스트리트
Wewahitchka	위워히치카
Port St. Joe	포트세인트조
Highland View	하일랜드뷰
Honeyville	허니빌
White City	화이트시티
Moore Haven	무어헤이븐
Bell	벨
Fanning Springs	패닝스프링스
Callahan	캘러핸
Fernandina Beach	퍼넌디나비치
Hilliard	힐리어드
Cross City	크로스시티
Horseshoe Beach	호스슈비치
Groveland	그로블랜드
Lady Lake	레이디레이크
Mount Dora	마운트도라
Mascotte	매스콧
Montverde	몬트버드
Minneola	미니올라
Umatilla	유머틸라
Eustis	유스티스
Tavares	터배리스
Fruitland Park	프루틀랜드파크
Howey-in-the-Hills	하우이인더힐스
Bonita Springs	보니타스프링스
Sanibel	새니벌
Cape Coral	케이프코럴
Fort Myers Beach	포트마이어스비치
Bristol	브리스틀
Tallahassee	탤러해시
Golden Beach	골든비치
North Bay Village	노스베이빌리지
Doral	도럴
Miami Gardens	마이애미가든스
Miami Lakes	마이애미레이크스
Miami Springs	마이애미스프링스
Medley	메들리
Bay Harbor Islands	베이하버아일랜즈
South Miami	사우스마이애미
Sunny Isles Beach	서니아일스비치
Surfside	서프사이드
Sweetwater	스위트워터
Islandia	아일랜디아
Aventura	애번투라
West Miami	웨스트마이애미
Cutler Bay	커틀러베이
Florida City	플로리다시티
Hialeah Gardens	하이얼리아가든스
Homestead	홈스테드
Stuart	스튜어트
Ocean Breeze Park	오션브리즈파크
Jupiter Island	주피터아일랜드
Dunnellon	더넬런
Longboat Key	롱보트키
Bradenton	브레이든턴
Bradenton Beach	브레이든턴비치
Anna Maria	애나마리아
Holmes Beach	홈스비치
Layton	레이턴
Key West	키웨스트
Key Colony Beach	키콜로니비치
Lynn Haven	린헤이븐
Mexico Beach	멕시코비치
Callaway	캘러웨이
Parker	파커
Panama City	패너마시티
Panama City Beach	패너마시티비치
Glen St. Mary	글렌세인트메리
Macclenny	매클레니
Lawtey	라우티
Brooker	브루커
Starke	스타크
Marineland	머린랜드
St. Augustine Beach	세인트오거스틴비치
Hastings	헤이스팅스
Bay Lake	베이레이크
Belle Isle	벨아일
Apopka	어팝카
Ocoee	오코이
Oakland	오클랜드
Windermere	윈더미어
Winter Garden	윈터가든
Eatonville	이턴빌
St. Cloud	세인트클라우드
Kissimmee	키시미
Niceville	나이스빌
Destin	데스틴
Laurel Hill	로럴힐
Mary Esther	메리에스터
Valparaiso	밸퍼레이조
Shalimar	샬리마
Cinco Bayou	싱코바이우
Crestview	크레스트뷰
Fort Walton Beach	포트월턴비치
Vero Beach	비로비치
Sebastian	서배스천
Orchid	오키드
Indian River Shores	인디언리버쇼어스
Fellsmere	펠스미어
Graceville	그레이스빌
Bascom	배스컴
Sneads	스니즈
Alford	앨퍼드
Jacob City	제이컵시티
Campbellton	캠벨턴
Cottondale	코튼데일
Blountstown	블런츠타운
Altha	앨타
Fort White	포트화이트
Everglades City	에버글레이즈시티
Green Cove Springs	그린코브스프링스
Orange Park	오렌지파크
Keystone Heights	키스톤하이츠
Penney Farms	페니팜스
Perry	페리
Gulf Stream	걸프스트림
Greenacres	그린에이커스
Glen Ridge	글렌리지
Delray Beach	델레이비치
Lantana	랜태나
Lake Worth	레이크워스
Lake Clarke Shores	레이크클라크쇼어스
Loxahatchee Groves	록사해치그로브스
Mangonia Park	맹고니아파크
Manalapan	머낼러펀
Belle Glade	벨글레이드
Boynton Beach	보인턴비치
Briny Breezes	브라이니브리지스
South Bay	사우스베이
South Palm Beach	사우스팜비치
Atlantis	애틀랜티스
Ocean Ridge	오션리지
Juno Beach	주노비치
Jupiter	주피터
Jupiter Inlet Colony	주피터인렛콜로니
Cloud Lake	클라우드레이크
Palm Beach Gardens	팜비치가든스
Palm Beach Shores	팜비치쇼어스
Pahokee	퍼호키
Highland Beach	하일랜드비치
New Port Richey	뉴포트리치
Dade City	데이드시티
San Antonio	샌안토니오
St. Leo	세인트리오
Zephyrhills	제퍼힐스
Port Richey	포트리치
Welaka	웰라카
Pomona Park	퍼모나파크
Palatka	펄랫카
Davenport	대븐포트
Dundee	던디
Lake Alfred	레이크앨프리드
Lake Hamilton	레이크해밀턴
Mulberry	멀베리
Auburndale	오번데일
Winter Haven	윈터헤이븐
Eagle Lake	이글레이크
Polk City	포크시티
Fort Meade	포트미드
Frostproof	프로스트프루프
Haines City	헤인스시티
Hillcrest Heights	힐크레스트하이츠
Apalachicola	애펄래치콜라
Carrabelle	캐러벨
City of Bunnell	시티오브버넬
City of Palm Coast	시티오브팜코스트
City of Flagler Beach	시티오브플래글러비치
Town of Marineland	타운오브머린랜드
Town of Beverly Beach	타운오브베벌리비치
North Redington Beach	노스레딩턴비치
Dunedin	더니든
Largo	라고
Redington Beach	레딩턴비치
Redington Shores	레딩턴쇼어스
Madeira Beach	머디라비치
Belleair Bluffs	벨에어블러프스
Belleair Beach	벨에어비치
South Pasadena	사우스패서디나
Seminole	세미놀
Safety Harbor	세이프티하버
St. Pete Beach	세인트피트비치
Oldsmar	올즈마
Indian Rocks Beach	인디언록스비치
Indian Shores	인디언쇼어스
Kenneth City	케네스시티
Clearwater	클리어워터
Treasure Island	트레저아일랜드
Pinellas Park	파이넬러스파크
Bowling Green	볼링그린
Wauchula	워출라
Zolfo Springs	졸포스프링스
White Springs	화이트스프링스
LaBelle	러벨
Clewiston	클루이스턴
Noma	노마
Bonifay	보니페이
Esto	에스토
Westville	웨스트빌
Ponce de Leon	폰스더리언
Tampa	탬파
Temple Terrace	템플테라스
Plant City	플랜트시티
Bradford	브래드퍼드
Charlotte	샬럿
Collier	콜리어
Palm Beach	팜비치
Pasco	패스코
Gadsden	개즈든
Gulf	걸프
Glades	글레이즈
Gilchrist	길크리스트
Dixie	딕시
Leon	리언
Miami-Dade	마이애미데이드
Martin	마틴
Manatee	매너티
Bay	베이
Saint Johns	세인트존스
Orange	오렌지
Okaloosa	오컬루사
Okeechobee	오키초비
Indian River	인디언리버
Pinellas	파이넬러스
Flagler	플래글러
Hardee	하디
Hendry	헨드리
Holmes	홈스
Hillsborough	힐즈버러
Jacksons' Gap	잭슨스갭
Sewall's Point	수얼스포인트
Ridley	리들리
Henry Nicholas	헨리 니컬러스
Winehouse	와인하우스
Amy	에이미
Wolstenholme	울스턴홈
Karen	캐런
Wolfe	울프
Nathan	네이선
Hughes	휴스
Peter	피터
Wright	라이트
Rebecca	리베카
Scarborough	스카버러
Charles Joseph	찰스 조지프
Jeter	지터
Carmelita	카멀리타
Fiennes	파인스
Ralph	레이프
Zuckerberg	저커버그
Randi	랜디
mentor	멘토
Douglas	더글러스
Malcolm	맬컴
Lasseter	래시터
John	존
Midler	미들러
Bette	벳
Wolfe-Simon	울프사이먼
Felisa	펄리사
Jeter	지터
Derek	데릭
Sloane	슬론
David Edison	데이비드 에디슨
Simpson	심프슨
Orenthal James	오린설 제임스
Humphries	험프리스
Kris	크리스
Reagan	레이건
Nancy	낸시
Layton	레이턴
Jack	잭
McCully	매컬리
Murray	머리
Schultz	슐츠
Howard	하워드
West	웨스트
Sarah	세라
Cook	쿡
Tim	팀
Hawk	호크
Tony	토니
Layton	레이턴
Robert	로버트
Swift	스위프트
Scott	스콧
Cooper	쿠퍼
Anderson	앤더슨
Hamilton	해밀턴
Richard	리처드
Gere	기어
Richard	리처드
Druker	드루커
Brian	브라이언
Lydon	라이던
Nicholas	니컬러스
Langer	랭어
Robert	로버트
Mosmann	모스먼
Timothy	티머시
Thurman	서먼
Robert	로버트
Sawyers	소여스
Charles	찰스
Coffman	코프먼
Robert	로버트
Ladd	래드
Alan	앨런
Riess	리스
Adam G	애덤
Beutler	보이틀러
Bruce A	브루스
Schmidt	슈밋
Brian	브라이언
Steinman	스타인먼
Ralph M	랠프
Perlmutter	펄머터
Saul	솔
Dalby	돌비
Andrew	앤드루
Miller	밀러
Jacques	자크
Vacanti	버칸티
Joseph P	조지프
Bledel	블레델
Alexis	알렉시스
Thurman	서먼
Uma	우마
Simpson	심프슨
Webb	웨브
Wozniak	워즈니악
Steve	스티브
Kardashian	카다시안
Robert	로버트
Kardashian	카다시안
Kimberly	킴벌리
Kaletsky	칼레츠키
Krueger	크루거
Alan B	앨런
Kinnock	키넉
Glenys	글레니스
Kinnock	키넉
Stephen	스티븐
Leiber	리버
Jerry	제리
McQueen	매퀸
Steve	스티브
Mondale	먼데일
Eleanor	엘리너
Sargent	사전트
Thomas J	토머스
Stoller	스톨러
Mike	마이크
Sims	심스
Christopher A	크리스토퍼
Yates	예이츠
Peter	피터
Morrison	모리슨
Ken	켄
Woodward	우드워드
Margaret	마거릿
Koch	코크
David H	데이비드
Koch	코크
Charles	찰스
Davies	데이비스
Glyn	글린
Diaz	디아스
Nick	닉
Barnes	반스
Julian	줄리언
Bruno Mars	브루노 마스
Isaacson	아이작슨
Walter	월터
Colfer	콜퍼
Chris	크리스
Hammond	해먼드
Philip	필립
Rometty	로메티
Virginia	버지니아
Rooney	루니
Andy	앤디
Schuller	슐러
Robert H	로버트
Ecclestone	에클스턴
Bernie	버니
Vonn	본
Lindsey	린지
Higgins	히긴스
Michael D	마이클
Miller	밀러
Frank	프랭크
Frazier	프레이저
Joe	조
Hart	하트
Clifford	클리퍼드
Bancroft	밴크로프트
Frederic	프레더릭
Simpson	심프슨
Mona	모나
Wood	우드
Natalie	내털리
Wales	웨일스
Jimmy	지미
Custer	커스터
George	조지
Foner	포너
Eric	에릭
Foner	포너
Jack D	잭
Hackman	해크먼
Gene	진
Ventura	벤투라
Jesse	제시
Jackman	잭맨
Hugh	휴
Cain	케인
Herman	허먼
Crazy Horse	크레이지 호스
Tyson	타이슨
Neil deGrasse	닐 더그래스
Timberlake	팀버레이크
Justin	저스틴
Ford	포드
Rob	롭
Wheldon	웰던
Dan	댄
Rushmore	러시모어
Ventura	벤투라
Martin	마틴
George R R	조지
Adams	애덤스
Douglas	더글러스
Achatz	애커츠
Grant	그랜트
Carwardine	카워딘
Mark	마크
Colfer	콜퍼
Eoin	오언
Lohan	로언
Lindsay	린지
Jones	존스
Jon	존
Copland	코플런드
Aaron	에런
Perry	페리
Rick	릭
Swansea	스완지
Virginia	버지니아
Louisville	루이빌
Alma	앨마
Aurora	오로라
Atkinson	앳킨슨
Butler	버틀러
Burlington	벌링턴
Centreville	센트레빌
Brunswick	브런즈윅
Armstrong	암스트롱
Argyle	아가일
Appleton	애플턴
Dakota	다코타
Arcola	아콜라
Altamont	앨터몬트
Centralia	센트레일리아
Davis	데이비스
Armstrong	암스트롱
Burlington	벌링턴
Burbank	버뱅크
Ardmore	아드모어
Butler	버틀러
Ashland	애슐랜드
Ashley	애슐리
Bryan	브라이언
Alma	앨마
Ashland	애슐랜드
Butler	버틀러
Apple River	애플리버
Aurora	오로라
Richmond	리치먼드
Ashland	애슐랜드
Burlington	벌링턴
Butler	버틀러
Adrian	에이드리언
Adrian	에이드리언
Ivanhoe	아이반호
Langston	랭스턴
Langley	랭글리
Knowles	놀스
Napoleon	나폴리언
Beaver Brook	비버브룩
Mentor	멘토
Almond	아몬드
Alberta	앨버타
Brooklyn Center	브루클린센터
Brooklyn Park	브루클린파크
Eden Prairie	이든프레리
Golden Valley	골든밸리
Greenfield	그린필드
Greenwood	그린우드
Long Lake	롱레이크
Maple Grove	메이플그로브
Maple Plain	메이플플레인
Medicine Lake	메디신레이크
Mound	마운드
Richfield	리치필드
Rogers	로저스
Shorewood	쇼어우드
Spring Park	스프링파크
St. Louis Park	세인트루이스파크
Alford	앨퍼드
Burwell	버웰
Adams	애덤스
Blue Springs	블루스프링스
Odell	오델
Bloomfield	블룸필드
Center	센터
Santee	샌티
Dakota City	다코타시티
Valley	밸리
Dixon	딕슨
Waterbury	워터베리
McCook	매쿡
Dawson	도슨
Stella	스텔라
Battle Creek	배틀크리크
Madison	매디슨
Meadow Grove	메도그로브
Central City	센트럴시티
Long Pine	롱파인
Gurley	걸리
Sidney	시드니
Nebraska City	네브래스카시티
Diller	딜러
Endicott	엔디콧
Steele City	스틸시티
Elk Creek	엘크크리크
Valentine	밸런타인
Weeping Water	위핑워터
Sargent	사전트
Rogers	로저스
Grant	그랜트
Shelby	셸비
Bloomington	블루밍턴
Riverton	리버턴
Upland	업랜드
Maywood	메이우드
Moorefield	무어필드
Stockville	스톡빌
Newman Grove	뉴먼그로브
Osmond	오즈먼드
Milligan	밀리건
Stamford	스탬퍼드
Woodbury	우드버리
Boonton Town	분턴타운
Dover	도버
Morris Plains	모리스플레인스
Morristown	모리스타운
Mount Arlington	마운트알링턴
Riverdale	리버데일
Victory Gardens	빅토리가든스
Bordentown	보든타운
Bound Brook	바운드브룩
Manville	맨빌
Newton	뉴턴
North Plainfield	노스플레인필드
Somerville	서머빌
Linwood	린우드
Margate City	마게이트시티
Northfield	노스필드
Somers Point	서머스포인트
Ventnor City	벤트너시티
Bay Head	베이헤드
Beachwood	비치우드
Island Heights	아일랜드하이츠
Lakehurst	레이크허스트
Ocean Gate	오션게이트
Seaside Heights	시사이드하이츠
Ship Bottom	십보텀
Surf City	서프시티
Elizabeth	엘리자베스
Westfield	웨스트필드
Bridgeton	브리지턴
Millville	밀빌
Vineland	바인랜드
North Wildwood	노스와일드우드
Ocean City	오션시티
Sea Isle City	시아일시티
Wildwood	와일드우드
Edgartown	에드거타운
Lincoln	링컨
Littleton	리틀턴
Lowell	로웰
Marlborough	말버러
Medford	메드퍼드
Melrose	멜로즈
Newton	뉴턴
Somerville	서머빌
Stow	스토
Wakefield	웨이크필드
Watertown	워터타운
Westford	웨스트퍼드
Bourne	본
Dennis	데니스
Orleans	올리언스
Sandwich	샌드위치
Adams	애덤스
Lee	리
North Adams	노스애덤스
Otis	오티스
Stockbridge	스톡브리지
West Stockbridge	웨스트스톡브리지
Attleboro	애틀버러
Norton	노턴
Amesbury	에임즈버리
Andover	앤도버
Bradford	브래드퍼드
Danvers	댄버스
Essex	에식스
Gloucester	글로스터
Lynn	린
Lynnfield	린필드
North Andover	노스앤도버
Rockport	록포트
Bolton	볼턴
Brookfield	브룩필드
Douglas	더글러스
Dudley	더들리
Gardner	가드너
Leicester	레스터
Milford	밀퍼드
New Braintree	뉴브레인트리
North Brookfield	노스브룩필드
Northbridge	노스브리지
Oxford	옥스퍼드
Royalston	로열스톤
Shrewsbury	슈루즈베리
Southbridge	사우스브리지
Spencer	스펜서
West Brookfield	웨스트브룩필드
Gill	길
Greenfield	그린필드
New Salem	뉴세일럼
Sunderland	선덜랜드
Wendell	웬들
Abington	애빙턴
Bridgewater	브리지워터
Lakeville	레이크빌
West Bridgewater	웨스트브리지워터
Enfield	엔필드
Granby	그랜비
Middlefield	미들필드
Ware	웨어
Brookview	브룩뷰
Vienna	비엔나
Brookeville	브룩빌
Garrett Park	개릿파크
Glen Echo	글렌에코
Rockville	록빌
Washington Grove	워싱턴그로브
Cecilton	세실턴
North East	노스이스트
Rising Sun	라이징선
